journey,week_day,year,month,day,hour,minute,orig_lat,orig_lng,dest_lat,dest_lng,orig,dest
evening,Saturday,2023,6,17,17,15,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,20,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,25,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,30,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,35,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,40,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,45,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,50,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,17,55,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,0,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,5,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,10,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,15,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,20,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,25,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,30,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,35,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,40,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,45,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,50,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,18,55,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,0,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,5,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,10,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,15,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,20,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,25,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,30,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,35,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,40,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,45,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,50,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,19,55,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,0,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,5,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,10,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,15,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,20,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,25,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
evening,Saturday,2023,6,17,20,30,24.852102,67.033036,24.934176,67.177131,Avari Towers,Malir
